Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Alpha,Beta
24,0,1,1,1087,0.9,18
25,2,1,0,1087,0.9,18
26,0,1,1,1087,0.9,18
27,0,1,1,1087,0.9,18
28,2,1,0,1087,0.9,18
29,1,1,1,1087,0.9,18
30,1,1,0,1087,0.9,18
31,0,1,1,1087,0.9,18
32,2,1,0,1087,0.9,18
33,0,1,1,1087,0.9,18
34,1,1,1,1087,0.9,18
35,1,1,1,1087,0.9,18
36,0,1,1,1087,0.9,18
37,1,1,1,1087,0.9,18
38,2,1,0,1087,0.9,18
39,2,1,0,1087,0.9,18
40,2,1,0,1087,0.9,18
41,1,1,1,1087,0.9,18
42,0,1,1,1087,0.9,18
43,2,1,0,1087,0.9,18
44,0,1,1,1087,0.9,18
45,2,1,0,1087,0.9,18
1,0,3,1,1088,0.9,18
2,1,4,0,1088,0.9,18
3,1,1,0,1088,0.9,18
4,1,1,1,1088,0.9,18
5,1,1,0,1088,0.9,18
6,1,1,0,1088,0.9,18
7,2,4,0,1088,0.9,18
8,1,1,1,1088,0.9,18
9,2,1,0,1088,0.9,18
10,1,1,1,1088,0.9,18
11,0,4,1,1088,0.9,18
12,1,1,1,1088,0.9,18
13,2,1,0,1088,0.9,18
14,2,1,1,1088,0.9,18
15,0,4,1,1088,0.9,18
16,2,1,0,1088,0.9,18
17,0,4,1,1088,0.9,18
18,1,1,1,1088,0.9,18
19,1,1,1,1088,0.9,18
20,0,4,1,1088,0.9,18
21,2,1,0,1088,0.9,18
22,1,1,1,1088,0.9,18
23,2,1,0,1088,0.9,18
24,2,1,0,1088,0.9,18
25,2,1,0,1088,0.9,18
26,0,4,1,1088,0.9,18
27,0,4,1,1088,0.9,18
28,0,4,1,1088,0.9,18
29,1,1,1,1088,0.9,18
30,1,1,0,1088,0.9,18
31,0,4,1,1088,0.9,18
32,1,1,1,1088,0.9,18
33,2,1,0,1088,0.9,18
34,2,1,0,1088,0.9,18
35,2,1,0,1088,0.9,18
36,0,4,1,1088,0.9,18
37,2,1,0,1088,0.9,18
38,0,4,1,1088,0.9,18
39,0,4,1,1088,0.9,18
40,2,1,0,1088,0.9,18
41,0,4,1,1088,0.9,18
42,0,4,1,1088,0.9,18
43,2,1,0,1088,0.9,18
44,0,4,1,1088,0.9,18
45,1,1,1,1088,0.9,18
1,1,3,1,1089,0.9,18
2,2,3,0,1089,0.9,18
3,0,4,1,1089,0.9,18
4,2,1,0,1089,0.9,18
5,2,1,0,1089,0.9,18
6,2,1,0,1089,0.9,18
7,0,4,1,1089,0.9,18
8,1,4,1,1089,0.9,18
9,2,1,0,1089,0.9,18
10,1,4,0,1089,0.9,18
11,0,4,1,1089,0.9,18
12,2,1,0,1089,0.9,18
13,2,1,1,1089,0.9,18
14,0,4,1,1089,0.9,18
15,0,4,1,1089,0.9,18
16,2,1,0,1089,0.9,18
17,1,1,1,1089,0.9,18
18,1,1,0,1089,0.9,18
19,2,1,0,1089,0.9,18
20,1,1,1,1089,0.9,18
21,0,4,1,1089,0.9,18
22,2,1,0,1089,0.9,18
23,0,4,1,1089,0.9,18
24,1,1,0,1089,0.9,18
25,2,1,0,1089,0.9,18
26,1,1,1,1089,0.9,18
27,0,4,0,1089,0.9,18
28,0,1,1,1089,0.9,18
29,0,1,1,1089,0.9,18
30,2,1,0,1089,0.9,18
31,0,1,1,1089,0.9,18
32,0,1,1,1089,0.9,18
33,1,1,1,1089,0.9,18
34,1,1,0,1089,0.9,18
35,0,1,1,1089,0.9,18
36,0,1,1,1089,0.9,18
37,0,1,1,1089,0.9,18
38,2,1,0,1089,0.9,18
39,1,1,1,1089,0.9,18
40,1,1,1,1089,0.9,18
41,2,1,0,1089,0.9,18
42,1,1,0,1089,0.9,18
43,1,1,1,1089,0.9,18
44,1,1,1,1089,0.9,18
45,2,1,0,1089,0.9,18
1,1,1,0,1090,0.9,18
2,2,3,0,1090,0.9,18
3,1,3,1,1090,0.9,18
4,2,1,0,1090,0.9,18
5,0,2,1,1090,0.9,18
6,2,1,0,1090,0.9,18
7,2,1,0,1090,0.9,18
8,2,1,0,1090,0.9,18
9,1,4,0,1090,0.9,18
10,0,4,1,1090,0.9,18
11,2,1,0,1090,0.9,18
12,0,4,1,1090,0.9,18
13,0,4,1,1090,0.9,18
14,1,1,1,1090,0.9,18
15,0,4,1,1090,0.9,18
16,1,1,1,1090,0.9,18
17,0,4,1,1090,0.9,18
18,2,1,0,1090,0.9,18
19,2,1,0,1090,0.9,18
20,1,1,0,1090,0.9,18
21,1,1,1,1090,0.9,18
22,0,4,1,1090,0.9,18
23,2,1,0,1090,0.9,18
24,1,1,0,1090,0.9,18
25,2,1,0,1090,0.9,18
26,0,4,1,1090,0.9,18
27,0,4,1,1090,0.9,18
28,0,4,1,1090,0.9,18
29,2,1,0,1090,0.9,18
30,1,1,0,1090,0.9,18
31,2,1,0,1090,0.9,18
32,1,1,0,1090,0.9,18
33,1,1,0,1090,0.9,18
34,0,4,1,1090,0.9,18
35,0,4,1,1090,0.9,18
36,2,1,0,1090,0.9,18
37,1,1,1,1090,0.9,18
38,0,4,1,1090,0.9,18
39,0,4,1,1090,0.9,18
40,2,1,0,1090,0.9,18
41,0,4,1,1090,0.9,18
42,1,1,1,1090,0.9,18
43,1,1,1,1090,0.9,18
44,2,1,0,1090,0.9,18
45,1,1,1,1090,0.9,18
1,1,4,1,1091,0.9,20
2,2,1,0,1091,0.9,20
3,0,3,1,1091,0.9,20
4,1,4,0,1091,0.9,20
5,2,4,0,1091,0.9,20
6,1,1,1,1091,0.9,20
7,0,4,0,1091,0.9,20
8,2,1,0,1091,0.9,20
9,1,1,1,1091,0.9,20
10,2,1,0,1091,0.9,20
11,2,1,0,1091,0.9,20
12,2,1,0,1091,0.9,20
13,2,1,1,1091,0.9,20
14,1,1,0,1091,0.9,20
15,2,1,0,1091,0.9,20
16,2,1,0,1091,0.9,20
17,0,1,1,1091,0.9,20
18,1,1,1,1091,0.9,20
19,0,1,1,1091,0.9,20
20,1,1,1,1091,0.9,20
21,0,1,1,1091,0.9,20
22,2,1,1,1091,0.9,20
23,0,1,1,1091,0.9,20
24,1,1,1,1091,0.9,20
25,2,1,0,1091,0.9,20
26,1,1,0,1091,0.9,20
27,1,1,1,1091,0.9,20
28,0,1,1,1091,0.9,20
29,0,1,1,1091,0.9,20
30,0,1,1,1091,0.9,20
31,0,1,1,1091,0.9,20
32,0,1,1,1091,0.9,20
33,1,1,1,1091,0.9,20
34,1,1,0,1091,0.9,20
35,0,1,1,1091,0.9,20
36,0,1,1,1091,0.9,20
37,2,1,0,1091,0.9,20
38,1,1,1,1091,0.9,20
39,2,1,0,1091,0.9,20
40,2,1,0,1091,0.9,20
41,0,1,1,1091,0.9,20
42,2,1,0,1091,0.9,20
43,1,1,0,1091,0.9,20
44,1,1,1,1091,0.9,20
45,0,1,1,1091,0.9,20
1,0,4,1,1092,0.9,20
2,2,3,0,1092,0.9,20
3,2,1,0,1092,0.9,20
4,1,4,0,1092,0.9,20
5,1,1,1,1092,0.9,20
6,2,1,0,1092,0.9,20
7,0,4,1,1092,0.9,20
8,0,4,1,1092,0.9,20
9,1,1,1,1092,0.9,20
10,2,1,0,1092,0.9,20
11,2,1,0,1092,0.9,20
12,1,1,1,1092,0.9,20
13,2,1,0,1092,0.9,20
14,1,1,1,1092,0.9,20
15,2,1,0,1092,0.9,20
16,1,1,0,1092,0.9,20
17,2,1,0,1092,0.9,20
18,1,1,1,1092,0.9,20
19,2,1,0,1092,0.9,20
20,0,4,1,1092,0.9,20
21,0,4,1,1092,0.9,20
22,1,1,1,1092,0.9,20
23,2,1,0,1092,0.9,20
24,2,1,0,1092,0.9,20
25,0,4,1,1092,0.9,20
26,0,4,1,1092,0.9,20
27,1,1,0,1092,0.9,20
28,0,4,1,1092,0.9,20
29,2,1,0,1092,0.9,20
30,1,1,1,1092,0.9,20
31,1,1,1,1092,0.9,20
32,1,1,0,1092,0.9,20
33,0,4,1,1092,0.9,20
34,2,1,0,1092,0.9,20
35,0,4,1,1092,0.9,20
36,0,4,1,1092,0.9,20
37,1,1,0,1092,0.9,20
38,0,4,1,1092,0.9,20
39,2,1,0,1092,0.9,20
40,2,1,0,1092,0.9,20
41,0,4,0,1092,0.9,20
42,1,1,0,1092,0.9,20
43,1,1,0,1092,0.9,20
44,0,1,1,1092,0.9,20
45,0,1,1,1092,0.9,20
1,2,1,1,1093,0.9,20
2,0,2,0,1093,0.9,20
3,2,3,0,1093,0.9,20
4,1,4,1,1093,0.9,20
5,1,4,1,1093,0.9,20
6,0,1,1,1093,0.9,20
7,0,1,1,1093,0.9,20
8,2,1,1,1093,0.9,20
9,1,4,0,1093,0.9,20
10,2,1,0,1093,0.9,20
11,2,1,0,1093,0.9,20
12,0,1,1,1093,0.9,20
13,1,1,0,1093,0.9,20
14,2,1,0,1093,0.9,20
15,0,1,1,1093,0.9,20
16,2,1,0,1093,0.9,20
17,0,1,1,1093,0.9,20
18,0,1,1,1093,0.9,20
19,2,1,0,1093,0.9,20
20,0,1,1,1093,0.9,20
21,2,1,1,1093,0.9,20
22,2,1,0,1093,0.9,20
23,2,1,0,1093,0.9,20
24,2,1,0,1093,0.9,20
25,1,1,1,1093,0.9,20
26,1,1,1,1093,0.9,20
27,1,1,0,1093,0.9,20
28,0,1,1,1093,0.9,20
29,1,1,1,1093,0.9,20
30,1,1,1,1093,0.9,20
31,0,1,1,1093,0.9,20
32,0,1,1,1093,0.9,20
33,0,1,1,1093,0.9,20
34,0,1,1,1093,0.9,20
35,0,1,1,1093,0.9,20
36,2,1,0,1093,0.9,20
37,1,1,0,1093,0.9,20
38,0,1,1,1093,0.9,20
39,1,1,1,1093,0.9,20
40,1,1,1,1093,0.9,20
41,1,1,1,1093,0.9,20
42,1,1,1,1093,0.9,20
43,2,1,0,1093,0.9,20
44,1,1,1,1093,0.9,20
45,2,1,0,1093,0.9,20
1,1,4,1,1094,0.9,20
2,0,1,1,1094,0.9,20
3,2,4,0,1094,0.9,20
4,0,4,1,1094,0.9,20
5,2,1,0,1094,0.9,20
6,1,4,0,1094,0.9,20
7,2,1,0,1094,0.9,20
8,1,1,1,1094,0.9,20
9,1,1,1,1094,0.9,20
10,0,4,1,1094,0.9,20
11,2,1,0,1094,0.9,20
12,0,4,0,1094,0.9,20
13,2,1,0,1094,0.9,20
14,2,1,0,1094,0.9,20
15,0,1,1,1094,0.9,20
16,0,1,1,1094,0.9,20
17,0,1,1,1094,0.9,20
18,2,1,0,1094,0.9,20
19,2,1,0,1094,0.9,20
20,0,1,1,1094,0.9,20
21,0,1,1,1094,0.9,20
22,2,1,0,1094,0.9,20
23,2,1,0,1094,0.9,20
24,0,1,1,1094,0.9,20
25,0,1,1,1094,0.9,20
26,0,1,1,1094,0.9,20
27,0,1,1,1094,0.9,20
28,0,1,1,1094,0.9,20
29,1,1,1,1094,0.9,20
30,2,1,0,1094,0.9,20
31,1,1,1,1094,0.9,20
32,1,1,1,1094,0.9,20
33,2,1,0,1094,0.9,20
34,1,1,0,1094,0.9,20
35,1,1,1,1094,0.9,20
36,1,1,0,1094,0.9,20
37,2,1,0,1094,0.9,20
38,1,1,1,1094,0.9,20
39,1,1,1,1094,0.9,20
40,2,1,0,1094,0.9,20
41,0,1,1,1094,0.9,20
42,1,1,1,1094,0.9,20
43,1,1,1,1094,0.9,20
44,1,1,1,1094,0.9,20
45,2,1,0,1094,0.9,20
1,0,4,1,1095,0.9,20
2,1,4,0,1095,0.9,20
3,0,4,1,1095,0.9,20
4,2,2,1,1095,0.9,20
5,0,4,1,1095,0.9,20
6,0,4,1,1095,0.9,20
7,0,4,1,1095,0.9,20
8,2,4,0,1095,0.9,20
9,0,4,1,1095,0.9,20
10,0,4,1,1095,0.9,20
11,0,4,1,1095,0.9,20
12,2,1,0,1095,0.9,20
13,0,4,1,1095,0.9,20
14,0,4,1,1095,0.9,20
15,0,4,1,1095,0.9,20
16,2,1,0,1095,0.9,20
17,1,1,1,1095,0.9,20
18,1,1,0,1095,0.9,20
19,1,1,0,1095,0.9,20
20,1,1,1,1095,0.9,20
21,1,1,0,1095,0.9,20
22,2,1,0,1095,0.9,20
23,1,1,0,1095,0.9,20
24,2,1,0,1095,0.9,20
25,1,1,1,1095,0.9,20
26,1,1,1,1095,0.9,20
27,0,4,1,1095,0.9,20
28,2,1,0,1095,0.9,20
29,2,1,0,1095,0.9,20
30,0,4,1,1095,0.9,20
31,2,1,0,1095,0.9,20
32,2,1,0,1095,0.9,20
33,2,1,0,1095,0.9,20
34,1,1,1,1095,0.9,20
35,2,1,0,1095,0.9,20
36,1,1,0,1095,0.9,20
37,0,4,1,1095,0.9,20
38,1,1,1,1095,0.9,20
39,2,1,0,1095,0.9,20
40,2,1,0,1095,0.9,20
41,1,1,0,1095,0.9,20
42,1,1,1,1095,0.9,20
43,1,1,1,1095,0.9,20
44,2,1,0,1095,0.9,20
45,0,4,1,1095,0.9,20
1,0,3,1,1096,0.9,20
2,0,4,1,1096,0.9,20
3,1,1,1,1096,0.9,20
4,1,3,0,1096,0.9,20
5,1,1,0,1096,0.9,20
6,2,3,0,1096,0.9,20
7,1,1,1,1096,0.9,20
8,1,1,0,1096,0.9,20
9,2,1,0,1096,0.9,20
10,0,4,1,1096,0.9,20
11,1,1,0,1096,0.9,20
12,0,4,0,1096,0.9,20
13,1,1,1,1096,0.9,20
14,1,1,1,1096,0.9,20
15,0,1,1,1096,0.9,20
16,2,1,0,1096,0.9,20
17,1,1,0,1096,0.9,20
18,2,1,0,1096,0.9,20
19,2,1,0,1096,0.9,20
20,2,1,0,1096,0.9,20
21,1,1,0,1096,0.9,20
22,0,1,1,1096,0.9,20
23,0,1,1,1096,0.9,20
24,1,1,0,1096,0.9,20
25,0,1,1,1096,0.9,20
26,1,1,1,1096,0.9,20
27,2,1,0,1096,0.9,20
28,2,1,0,1096,0.9,20
29,2,1,0,1096,0.9,20
30,2,1,0,1096,0.9,20
31,1,1,0,1096,0.9,20
32,0,1,1,1096,0.9,20
33,0,1,1,1096,0.9,20
34,2,1,0,1096,0.9,20
35,0,1,1,1096,0.9,20
36,2,1,0,1096,0.9,20
37,0,1,1,1096,0.9,20
38,0,1,1,1096,0.9,20
39,2,1,0,1096,0.9,20
40,1,1,1,1096,0.9,20
41,0,1,0,1096,0.9,20
42,1,1,1,1096,0.9,20
43,2,1,0,1096,0.9,20
44,2,1,0,1096,0.9,20
45,0,1,1,1096,0.9,20
1,1,4,1,1097,0.9,20
2,1,4,1,1097,0.9,20
3,1,4,1,1097,0.9,20
4,1,4,1,1097,0.9,20
5,0,3,1,1097,0.9,20
6,2,2,1,1097,0.9,20
7,2,4,0,1097,0.9,20
8,1,4,1,1097,0.9,20
9,1,4,1,1097,0.9,20
10,2,1,0,1097,0.9,20
11,2,1,0,1097,0.9,20
12,2,1,0,1097,0.9,20
13,0,4,1,1097,0.9,20
14,0,4,1,1097,0.9,20
15,1,4,1,1097,0.9,20
16,1,4,1,1097,0.9,20
17,1,4,1,1097,0.9,20
18,0,4,1,1097,0.9,20
19,1,4,1,1097,0.9,20
20,0,4,1,1097,0.9,20
21,2,1,0,1097,0.9,20
22,2,1,0,1097,0.9,20
23,2,1,0,1097,0.9,20
24,0,4,1,1097,0.9,20
25,1,4,1,1097,0.9,20
26,2,1,0,1097,0.9,20
27,0,4,1,1097,0.9,20
28,1,4,1,1097,0.9,20
29,0,4,1,1097,0.9,20
30,2,1,0,1097,0.9,20
31,0,4,1,1097,0.9,20
32,1,4,1,1097,0.9,20
33,0,4,1,1097,0.9,20
34,2,1,0,1097,0.9,20
35,2,1,0,1097,0.9,20
36,2,1,0,1097,0.9,20
37,1,4,1,1097,0.9,20
38,0,4,1,1097,0.9,20
39,0,4,1,1097,0.9,20
40,0,4,1,1097,0.9,20
41,2,1,0,1097,0.9,20
42,2,1,0,1097,0.9,20
43,0,4,1,1097,0.9,20
44,1,4,1,1097,0.9,20
45,0,4,1,1097,0.9,20
1,1,3,0,1098,0.9,20
2,2,2,0,1098,0.9,20
3,0,1,1,1098,0.9,20
4,0,2,1,1098,0.9,20
5,2,1,0,1098,0.9,20
6,0,4,1,1098,0.9,20
7,0,4,1,1098,0.9,20
8,2,1,0,1098,0.9,20
9,2,1,0,1098,0.9,20
10,2,1,0,1098,0.9,20
11,2,1,0,1098,0.9,20
12,1,1,1,1098,0.9,20
13,0,4,1,1098,0.9,20
14,2,1,0,1098,0.9,20
15,0,4,1,1098,0.9,20
16,2,1,1,1098,0.9,20
17,1,1,1,1098,0.9,20
18,1,1,0,1098,0.9,20
19,2,1,0,1098,0.9,20
20,2,1,0,1098,0.9,20
21,1,1,1,1098,0.9,20
22,2,1,0,1098,0.9,20
23,0,4,1,1098,0.9,20
24,2,1,0,1098,0.9,20
25,1,1,0,1098,0.9,20
26,1,1,1,1098,0.9,20
27,0,4,1,1098,0.9,20
28,0,4,1,1098,0.9,20
29,1,1,1,1098,0.9,20
30,1,1,0,1098,0.9,20
31,2,1,0,1098,0.9,20
32,1,1,0,1098,0.9,20
33,2,1,0,1098,0.9,20
34,1,1,0,1098,0.9,20
35,0,4,1,1098,0.9,20
36,1,1,1,1098,0.9,20
37,1,1,1,1098,0.9,20
38,0,4,1,1098,0.9,20
39,2,1,0,1098,0.9,20
40,0,4,1,1098,0.9,20
41,0,4,1,1098,0.9,20
42,1,1,1,1098,0.9,20
43,0,4,1,1098,0.9,20
44,0,4,1,1098,0.9,20
45,1,1,0,1098,0.9,20
1,1,2,0,1099,0.9,20
2,1,1,0,1099,0.9,20
3,0,3,1,1099,0.9,20
4,2,3,0,1099,0.9,20
5,2,1,0,1099,0.9,20
6,1,1,0,1099,0.9,20
7,2,1,0,1099,0.9,20
8,1,1,1,1099,0.9,20
9,1,1,1,1099,0.9,20
10,0,4,1,1099,0.9,20
11,0,4,1,1099,0.9,20
12,2,1,0,1099,0.9,20
13,2,1,0,1099,0.9,20
14,2,1,0,1099,0.9,20
15,1,1,0,1099,0.9,20
16,0,4,0,1099,0.9,20
17,1,1,1,1099,0.9,20
18,2,1,0,1099,0.9,20
19,0,1,1,1099,0.9,20
20,0,1,1,1099,0.9,20
21,0,1,1,1099,0.9,20
22,1,1,0,1099,0.9,20
23,2,1,0,1099,0.9,20
24,0,1,1,1099,0.9,20
25,1,1,1,1099,0.9,20
26,2,1,0,1099,0.9,20
27,2,1,0,1099,0.9,20
28,0,1,1,1099,0.9,20
29,1,1,1,1099,0.9,20
30,0,1,1,1099,0.9,20
31,1,1,0,1099,0.9,20
32,1,1,1,1099,0.9,20
33,0,1,0,1099,0.9,20
34,0,1,1,1099,0.9,20
35,1,1,1,1099,0.9,20
36,2,1,0,1099,0.9,20
37,1,1,1,1099,0.9,20
38,2,1,0,1099,0.9,20
39,0,1,1,1099,0.9,20
40,1,1,1,1099,0.9,20
41,0,1,1,1099,0.9,20
42,2,1,0,1099,0.9,20
43,2,1,0,1099,0.9,20
44,2,1,0,1099,0.9,20
45,0,1,1,1099,0.9,20
1,1,1,1,1100,0.9,20
2,0,1,1,1100,0.9,20
3,2,1,0,1100,0.9,20
4,2,1,0,1100,0.9,20
5,2,4,0,1100,0.9,20
6,2,1,0,1100,0.9,20
7,0,3,1,1100,0.9,20
8,0,4,0,1100,0.9,20
9,0,1,1,1100,0.9,20
10,0,1,1,1100,0.9,20
11,1,1,1,1100,0.9,20
12,1,1,0,1100,0.9,20
13,1,4,1,1100,0.9,20
14,0,1,1,1100,0.9,20
15,2,1,0,1100,0.9,20
16,0,1,1,1100,0.9,20
17,1,4,0,1100,0.9,20
18,1,1,1,1100,0.9,20
19,0,1,0,1100,0.9,20
20,1,1,1,1100,0.9,20
21,2,1,0,1100,0.9,20
22,1,1,1,1100,0.9,20
23,0,1,1,1100,0.9,20
24,2,1,0,1100,0.9,20
25,1,1,0,1100,0.9,20
26,1,1,0,1100,0.9,20
27,1,1,1,1100,0.9,20
28,1,1,1,1100,0.9,20
29,2,1,1,1100,0.9,20
30,1,1,1,1100,0.9,20
31,0,1,0,1100,0.9,20
32,2,1,0,1100,0.9,20
33,2,1,0,1100,0.9,20
34,0,1,1,1100,0.9,20
35,2,1,1,1100,0.9,20
36,0,1,1,1100,0.9,20
37,2,1,1,1100,0.9,20
38,1,1,1,1100,0.9,20
39,1,1,1,1100,0.9,20
40,0,1,1,1100,0.9,20
41,0,1,1,1100,0.9,20
42,2,1,0,1100,0.9,20
43,2,1,0,1100,0.9,20
44,0,1,1,1100,0.9,20
45,2,1,0,1100,0.9,20
1,2,3,0,1101,1.0,0
2,2,2,0,1101,1.0,0
3,2,4,0,1101,1.0,0
4,2,2,0,1101,1.0,0
5,0,3,1,1101,1.0,0
6,2,4,0,1101,1.0,0
7,2,4,0,1101,1.0,0
8,1,4,1,1101,1.0,0
9,1,1,1,1101,1.0,0
10,2,2,0,1101,1.0,0
11,0,1,1,1101,1.0,0
12,0,2,1,1101,1.0,0
13,0,4,1,1101,1.0,0
14,2,2,0,1101,1.0,0
15,1,1,1,1101,1.0,0
16,0,1,1,1101,1.0,0
17,1,2,1,1101,1.0,0
18,1,2,1,1101,1.0,0
19,0,3,1,1101,1.0,0
20,0,2,1,1101,1.0,0
21,0,4,1,1101,1.0,0
22,1,3,1,1101,1.0,0
23,0,2,1,1101,1.0,0
24,0,4,1,1101,1.0,0
25,1,2,0,1101,1.0,0
26,2,3,0,1101,1.0,0
27,0,1,1,1101,1.0,0
28,1,4,1,1101,1.0,0
29,1,2,1,1101,1.0,0
30,0,1,0,1101,1.0,0
31,1,3,0,1101,1.0,0
32,0,1,1,1101,1.0,0
33,1,1,1,1101,1.0,0
34,0,4,1,1101,1.0,0
35,2,3,0,1101,1.0,0
36,1,1,1,1101,1.0,0
37,1,2,1,1101,1.0,0
38,2,2,0,1101,1.0,0
39,2,3,0,1101,1.0,0
40,2,2,0,1101,1.0,0
41,1,2,0,1101,1.0,0
42,0,3,1,1101,1.0,0
43,2,2,0,1101,1.0,0
44,1,2,1,1101,1.0,0
45,2,4,0,1101,1.0,0
1,1,3,0,1102,1.0,0
2,1,4,0,1102,1.0,0
3,0,4,1,1102,1.0,0
4,2,1,0,1102,1.0,0
5,1,3,1,1102,1.0,0
6,1,4,0,1102,1.0,0
7,0,4,1,1102,1.0,0
8,1,4,0,1102,1.0,0
9,0,2,1,1102,1.0,0
10,2,1,0,1102,1.0,0
11,0,2,1,1102,1.0,0
12,0,1,1,1102,1.0,0
13,1,2,1,1102,1.0,0
14,0,3,1,1102,1.0,0
15,1,2,1,1102,1.0,0
16,2,2,0,1102,1.0,0
17,2,1,0,1102,1.0,0
18,2,4,1,1102,1.0,0
19,2,3,0,1102,1.0,0
20,2,4,0,1102,1.0,0
21,2,1,0,1102,1.0,0
22,0,1,1,1102,1.0,0
23,0,2,0,1102,1.0,0
24,1,4,1,1102,1.0,0
25,1,1,0,1102,1.0,0
26,1,2,1,1102,1.0,0
27,2,3,0,1102,1.0,0
28,1,2,0,1102,1.0,0
29,0,1,1,1102,1.0,0
30,2,3,0,1102,1.0,0
31,0,4,1,1102,1.0,0
32,2,4,1,1102,1.0,0
33,1,2,0,1102,1.0,0
34,1,4,0,1102,1.0,0
35,1,1,1,1102,1.0,0
36,0,4,1,1102,1.0,0
37,2,2,0,1102,1.0,0
38,2,2,0,1102,1.0,0
39,2,2,0,1102,1.0,0
40,1,1,1,1102,1.0,0
41,2,3,0,1102,1.0,0
42,0,4,1,1102,1.0,0
43,0,4,1,1102,1.0,0
44,0,1,1,1102,1.0,0
45,0,1,1,1102,1.0,0
1,0,4,1,1103,1.0,0
2,1,2,0,1103,1.0,0
3,0,4,1,1103,1.0,0
4,1,1,1,1103,1.0,0
5,1,3,0,1103,1.0,0
6,1,1,1,1103,1.0,0
7,1,4,0,1103,1.0,0
8,0,1,1,1103,1.0,0
9,2,2,0,1103,1.0,0
10,0,2,1,1103,1.0,0
11,2,1,0,1103,1.0,0
12,2,2,0,1103,1.0,0
13,2,1,0,1103,1.0,0
14,1,1,1,1103,1.0,0
15,1,3,1,1103,1.0,0
16,0,4,1,1103,1.0,0
17,1,1,1,1103,1.0,0
18,1,1,0,1103,1.0,0
19,2,2,0,1103,1.0,0
20,0,4,1,1103,1.0,0
21,1,4,0,1103,1.0,0
22,0,3,1,1103,1.0,0
23,0,2,1,1103,1.0,0
24,2,4,0,1103,1.0,0
25,0,1,1,1103,1.0,0
26,1,4,0,1103,1.0,0
27,2,1,0,1103,1.0,0
28,2,4,0,1103,1.0,0
29,2,3,0,1103,1.0,0
30,2,4,0,1103,1.0,0
31,1,1,0,1103,1.0,0
32,2,2,0,1103,1.0,0
33,0,4,1,1103,1.0,0
34,0,1,1,1103,1.0,0
35,1,2,0,1103,1.0,0
36,0,4,1,1103,1.0,0
37,2,1,0,1103,1.0,0
38,2,4,0,1103,1.0,0
39,0,3,1,1103,1.0,0
40,2,3,0,1103,1.0,0
41,0,4,1,1103,1.0,0
42,1,1,1,1103,1.0,0
43,0,2,1,1103,1.0,0
44,1,3,0,1103,1.0,0
45,2,1,1,1103,1.0,0
1,2,3,0,1104,1.0,0
2,1,1,1,1104,1.0,0
3,1,2,0,1104,1.0,0
4,1,4,0,1104,1.0,0
5,0,2,1,1104,1.0,0
6,2,2,0,1104,1.0,0
7,0,4,1,1104,1.0,0
8,0,1,1,1104,1.0,0
9,2,2,0,1104,1.0,0
10,2,1,0,1104,1.0,0
11,1,3,0,1104,1.0,0
12,0,2,1,1104,1.0,0
13,2,2,0,1104,1.0,0
14,1,1,0,1104,1.0,0
15,1,4,0,1104,1.0,0
16,0,3,0,1104,1.0,0
17,0,2,1,1104,1.0,0
18,1,2,1,1104,1.0,0
19,1,1,1,1104,1.0,0
20,1,3,0,1104,1.0,0
21,2,1,0,1104,1.0,0
22,0,1,1,1104,1.0,0
23,1,3,1,1104,1.0,0
24,1,2,0,1104,1.0,0
25,1,3,0,1104,1.0,0
26,2,1,0,1104,1.0,0
27,2,4,0,1104,1.0,0
28,1,3,0,1104,1.0,0
29,0,4,1,1104,1.0,0
30,0,1,1,1104,1.0,0
31,1,1,1,1104,1.0,0
32,2,4,0,1104,1.0,0
33,0,4,1,1104,1.0,0
34,0,3,1,1104,1.0,0
35,2,2,0,1104,1.0,0
36,0,2,1,1104,1.0,0
37,0,3,1,1104,1.0,0
38,1,2,1,1104,1.0,0
39,0,4,1,1104,1.0,0
40,2,1,0,1104,1.0,0
41,2,4,0,1104,1.0,0
42,2,2,0,1104,1.0,0
43,2,3,0,1104,1.0,0
44,0,2,1,1104,1.0,0
45,2,2,0,1104,1.0,0
1,1,3,1,1105,1.0,0
2,0,4,1,1105,1.0,0
3,1,4,1,1105,1.0,0
4,1,3,1,1105,1.0,0
5,1,4,1,1105,1.0,0
6,0,1,1,1105,1.0,0
7,1,2,1,1105,1.0,0
8,2,3,0,1105,1.0,0
9,2,4,0,1105,1.0,0
10,1,4,1,1105,1.0,0
11,0,4,1,1105,1.0,0
12,0,2,1,1105,1.0,0
13,2,1,0,1105,1.0,0
14,0,2,1,1105,1.0,0
15,2,2,0,1105,1.0,0
16,1,4,0,1105,1.0,0
17,0,2,1,1105,1.0,0
18,1,4,1,1105,1.0,0
19,2,4,1,1105,1.0,0
20,2,4,0,1105,1.0,0
21,1,4,1,1105,1.0,0
22,1,2,1,1105,1.0,0
23,1,3,0,1105,1.0,0
24,1,3,1,1105,1.0,0
25,2,4,0,1105,1.0,0
26,0,1,1,1105,1.0,0
27,2,1,1,1105,1.0,0
28,1,3,0,1105,1.0,0
29,2,3,0,1105,1.0,0
30,2,1,0,1105,1.0,0
31,2,1,0,1105,1.0,0
32,0,3,1,1105,1.0,0
33,0,2,1,1105,1.0,0
34,2,1,0,1105,1.0,0
