Stim_Sequence,Choice,Trustee_Response,Subject,Alpha_gain,Alpha_loss,Beta,iProbA,iProbB,iProbC
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
2,1,0,537,0.5,0.2,16,0.8,0.5,0.8
1,4,0,537,0.5,0.2,16,0.8,0.5,0.8
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
2,1,0,537,0.5,0.2,16,0.8,0.5,0.8
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
0,4,1,537,0.5,0.2,16,0.8,0.5,0.8
0,4,1,537,0.5,0.2,16,0.8,0.5,0.8
2,1,0,537,0.5,0.2,16,0.8,0.5,0.8
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
1,4,1,537,0.5,0.2,16,0.8,0.5,0.8
0,4,1,537,0.5,0.2,16,0.8,0.5,0.8
2,1,1,537,0.5,0.2,16,0.8,0.5,0.8
0,4,1,537,0.5,0.2,16,0.8,0.5,0.8
2,1,0,537,0.5,0.2,16,0.8,0.5,0.8
2,1,0,537,0.5,0.2,16,0.8,0.5,0.8
2,3,0,538,0.5,0.2,16,0.8,0.8,0.2
0,2,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
1,3,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,1,538,0.5,0.2,16,0.8,0.8,0.2
0,4,1,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,0,538,0.5,0.2,16,0.8,0.8,0.2
2,1,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,538,0.5,0.2,16,0.8,0.8,0.2
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,3,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,3,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
2,1,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,0,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,539,0.5,0.2,16,0.8,0.8,0.5
2,1,0,539,0.5,0.2,16,0.8,0.8,0.5
0,4,1,539,0.5,0.2,16,0.8,0.8,0.5
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,2,1,540,0.5,0.2,16,0.8,0.8,0.8
2,2,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,0,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,0,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
1,4,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
2,1,0,540,0.5,0.2,16,0.8,0.8,0.8
1,4,1,540,0.5,0.2,16,0.8,0.8,0.8
0,4,1,541,0.5,0.5,4,0.2,0.2,0.2
1,4,1,541,0.5,0.5,4,0.2,0.2,0.2
0,4,0,541,0.5,0.5,4,0.2,0.2,0.2
2,4,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,4,0,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
2,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,1,0,541,0.5,0.5,4,0.2,0.2,0.2
1,2,1,541,0.5,0.5,4,0.2,0.2,0.2
1,4,1,541,0.5,0.5,4,0.2,0.2,0.2
1,4,0,541,0.5,0.5,4,0.2,0.2,0.2
2,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,0,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,1,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
1,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
0,1,1,541,0.5,0.5,4,0.2,0.2,0.2
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,2,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,1,542,0.5,0.5,4,0.2,0.2,0.5
2,4,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,2,0,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,1,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
0,4,1,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
1,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,1,0,542,0.5,0.5,4,0.2,0.2,0.5
2,2,0,543,0.5,0.5,4,0.2,0.2,0.8
0,1,1,543,0.5,0.5,4,0.2,0.2,0.8
1,3,1,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
1,4,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,0,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
0,2,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
2,1,0,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
0,4,1,543,0.5,0.5,4,0.2,0.2,0.8
1,1,0,543,0.5,0.5,4,0.2,0.2,0.8
1,1,1,543,0.5,0.5,4,0.2,0.2,0.8
1,4,1,544,0.5,0.5,4,0.2,0.5,0.2
1,4,0,544,0.5,0.5,4,0.2,0.5,0.2
0,2,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
2,4,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,1,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,1,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,2,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
1,1,0,544,0.5,0.5,4,0.2,0.5,0.2
2,1,0,544,0.5,0.5,4,0.2,0.5,0.2
1,1,1,544,0.5,0.5,4,0.2,0.5,0.2
0,4,1,544,0.5,0.5,4,0.2,0.5,0.2
1,2,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,2,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,2,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
1,2,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
1,1,1,545,0.5,0.5,4,0.2,0.5,0.5
1,2,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,4,0,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
0,4,1,545,0.5,0.5,4,0.2,0.5,0.5
1,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,1,0,545,0.5,0.5,4,0.2,0.5,0.5
2,3,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,3,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,3,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,4,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,4,0,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,1,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
1,1,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,1,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,1,546,0.5,0.5,4,0.2,0.5,0.8
0,4,0,546,0.5,0.5,4,0.2,0.5,0.8
0,3,1,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
2,1,0,546,0.5,0.5,4,0.2,0.5,0.8
1,2,1,547,0.5,0.5,4,0.2,0.8,0.2
0,3,1,547,0.5,0.5,4,0.2,0.8,0.2
2,2,0,547,0.5,0.5,4,0.2,0.8,0.2
1,4,0,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
1,1,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,2,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
1,1,1,547,0.5,0.5,4,0.2,0.8,0.2
2,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
1,1,0,547,0.5,0.5,4,0.2,0.8,0.2
0,4,1,547,0.5,0.5,4,0.2,0.8,0.2
