Trial,Stim_Sequence,Choice,Trustee_Response,Subject,Beta
29,2,3,0,1241,16
30,1,3,1,1241,16
31,1,1,1,1241,16
32,2,2,0,1241,16
33,2,4,0,1241,16
34,2,4,1,1241,16
35,0,3,1,1241,16
36,1,2,0,1241,16
37,1,4,1,1241,16
38,1,4,0,1241,16
39,0,1,1,1241,16
40,2,2,0,1241,16
41,1,3,1,1241,16
42,0,3,1,1241,16
43,0,1,1,1241,16
44,2,2,1,1241,16
45,0,2,1,1241,16
1,2,1,0,1242,16
2,2,4,0,1242,16
3,2,4,0,1242,16
4,1,1,1,1242,16
5,1,1,0,1242,16
6,0,4,1,1242,16
7,1,4,1,1242,16
8,1,2,0,1242,16
9,1,1,1,1242,16
10,0,4,1,1242,16
11,1,4,0,1242,16
12,0,4,1,1242,16
13,2,1,0,1242,16
14,1,2,1,1242,16
15,1,4,1,1242,16
16,0,3,1,1242,16
17,2,3,0,1242,16
18,1,3,1,1242,16
19,2,1,0,1242,16
20,2,2,0,1242,16
21,2,1,0,1242,16
22,1,2,0,1242,16
23,0,2,1,1242,16
24,0,4,1,1242,16
25,1,4,1,1242,16
26,0,4,1,1242,16
27,0,2,1,1242,16
28,0,4,1,1242,16
29,0,3,1,1242,16
30,2,4,0,1242,16
31,0,3,1,1242,16
32,2,1,0,1242,16
33,1,4,0,1242,16
34,1,4,1,1242,16
35,0,1,1,1242,16
36,0,2,1,1242,16
37,0,2,1,1242,16
38,2,1,0,1242,16
39,2,2,0,1242,16
40,1,4,1,1242,16
41,1,3,1,1242,16
42,2,2,0,1242,16
43,0,2,1,1242,16
44,2,4,0,1242,16
45,2,2,0,1242,16
1,1,2,1,1243,16
2,0,3,1,1243,16
3,1,3,0,1243,16
4,0,4,0,1243,16
5,2,2,1,1243,16
6,2,1,0,1243,16
7,2,1,0,1243,16
8,1,3,1,1243,16
9,1,1,1,1243,16
10,0,1,1,1243,16
11,0,2,1,1243,16
12,1,4,1,1243,16
13,2,1,0,1243,16
14,0,2,0,1243,16
15,0,1,1,1243,16
16,2,3,0,1243,16
17,2,1,0,1243,16
18,2,1,0,1243,16
19,1,1,1,1243,16
20,1,2,0,1243,16
21,0,3,1,1243,16
22,2,4,0,1243,16
23,0,3,1,1243,16
24,2,1,0,1243,16
25,0,4,1,1243,16
26,0,4,1,1243,16
27,2,2,0,1243,16
28,2,2,0,1243,16
29,2,2,0,1243,16
30,1,1,1,1243,16
31,0,3,1,1243,16
32,0,2,1,1243,16
33,1,2,0,1243,16
34,1,2,0,1243,16
35,1,2,0,1243,16
36,2,4,0,1243,16
37,1,1,0,1243,16
38,1,4,1,1243,16
39,2,4,0,1243,16
40,0,3,1,1243,16
41,1,2,1,1243,16
42,2,2,0,1243,16
43,1,2,0,1243,16
44,0,1,1,1243,16
45,0,4,1,1243,16
1,2,3,0,1244,16
2,0,2,1,1244,16
3,0,4,1,1244,16
4,2,4,0,1244,16
5,1,3,1,1244,16
6,0,3,1,1244,16
7,0,2,0,1244,16
8,0,4,1,1244,16
9,0,1,1,1244,16
10,1,4,1,1244,16
11,0,4,1,1244,16
12,2,4,0,1244,16
13,0,3,1,1244,16
14,0,1,1,1244,16
15,1,2,1,1244,16
16,2,3,0,1244,16
17,2,4,0,1244,16
18,1,3,0,1244,16
19,1,1,1,1244,16
20,1,2,0,1244,16
21,0,3,1,1244,16
22,1,2,0,1244,16
23,0,1,1,1244,16
24,1,4,1,1244,16
25,2,3,1,1244,16
26,0,4,1,1244,16
27,2,4,1,1244,16
28,1,3,0,1244,16
29,2,1,1,1244,16
30,0,3,1,1244,16
31,1,4,1,1244,16
32,1,4,0,1244,16
33,2,4,0,1244,16
34,1,4,1,1244,16
35,2,4,0,1244,16
36,1,4,0,1244,16
37,1,1,1,1244,16
38,0,1,1,1244,16
39,0,1,1,1244,16
40,2,4,0,1244,16
41,1,1,0,1244,16
42,2,3,0,1244,16
43,2,3,0,1244,16
44,2,4,0,1244,16
45,2,1,0,1244,16
1,1,4,1,1245,16
2,1,3,1,1245,16
3,1,2,1,1245,16
4,0,1,1,1245,16
5,1,1,1,1245,16
6,0,3,1,1245,16
7,1,2,1,1245,16
8,2,3,0,1245,16
9,2,4,0,1245,16
10,0,2,1,1245,16
11,1,3,1,1245,16
12,0,3,1,1245,16
13,0,2,1,1245,16
14,2,2,0,1245,16
15,0,1,1,1245,16
16,0,2,1,1245,16
17,0,2,1,1245,16
18,0,2,1,1245,16
19,1,2,1,1245,16
20,2,4,0,1245,16
21,0,1,1,1245,16
22,1,2,1,1245,16
23,2,4,0,1245,16
24,2,4,0,1245,16
25,0,4,1,1245,16
26,0,3,1,1245,16
27,0,3,1,1245,16
28,2,4,0,1245,16
29,1,4,1,1245,16
30,2,2,0,1245,16
31,1,2,0,1245,16
32,0,2,1,1245,16
33,2,2,0,1245,16
34,2,3,0,1245,16
35,0,3,1,1245,16
36,2,2,0,1245,16
37,1,4,0,1245,16
38,2,4,0,1245,16
39,2,3,0,1245,16
40,1,3,0,1245,16
41,2,3,0,1245,16
42,2,1,0,1245,16
43,1,2,1,1245,16
44,1,1,0,1245,16
45,1,2,1,1245,16
1,0,3,1,1246,16
2,1,2,0,1246,16
3,1,1,0,1246,16
4,0,4,1,1246,16
5,2,3,0,1246,16
6,1,3,1,1246,16
7,0,3,1,1246,16
8,0,3,1,1246,16
9,0,2,0,1246,16
10,1,3,0,1246,16
11,2,2,0,1246,16
12,1,4,1,1246,16
13,2,4,0,1246,16
14,1,2,1,1246,16
15,2,2,0,1246,16
16,1,3,1,1246,16
17,0,1,1,1246,16
18,2,1,0,1246,16
19,2,1,1,1246,16
20,0,1,1,1246,16
21,1,3,1,1246,16
22,1,4,1,1246,16
23,0,3,1,1246,16
24,2,3,0,1246,16
25,0,1,1,1246,16
26,0,2,1,1246,16
27,1,1,1,1246,16
28,1,4,0,1246,16
29,0,2,1,1246,16
30,1,3,1,1246,16
31,2,4,0,1246,16
32,0,3,1,1246,16
33,0,3,1,1246,16
34,0,1,1,1246,16
35,2,4,0,1246,16
36,2,4,0,1246,16
37,2,2,1,1246,16
38,0,3,1,1246,16
39,2,1,0,1246,16
40,2,2,0,1246,16
41,2,2,0,1246,16
42,1,3,1,1246,16
43,1,4,0,1246,16
44,2,1,0,1246,16
45,1,4,1,1246,16
1,2,1,0,1247,16
2,1,1,0,1247,16
3,2,3,0,1247,16
4,0,4,1,1247,16
5,1,4,1,1247,16
6,2,4,0,1247,16
7,0,3,1,1247,16
8,0,1,1,1247,16
9,1,3,0,1247,16
10,0,3,0,1247,16
11,2,4,0,1247,16
12,1,3,1,1247,16
13,1,2,1,1247,16
14,0,4,1,1247,16
15,2,4,0,1247,16
16,0,1,1,1247,16
17,2,4,0,1247,16
18,0,2,1,1247,16
19,1,2,1,1247,16
20,0,2,1,1247,16
21,2,2,1,1247,16
22,0,3,1,1247,16
23,1,4,0,1247,16
24,0,4,1,1247,16
25,0,4,1,1247,16
26,2,3,0,1247,16
27,2,2,0,1247,16
28,2,2,0,1247,16
29,2,4,0,1247,16
30,0,2,1,1247,16
31,1,2,0,1247,16
32,1,1,0,1247,16
33,0,3,1,1247,16
34,2,4,1,1247,16
35,0,3,1,1247,16
36,1,2,1,1247,16
37,1,4,0,1247,16
38,2,3,0,1247,16
39,0,3,1,1247,16
40,1,1,1,1247,16
41,2,4,0,1247,16
42,1,1,1,1247,16
43,1,4,0,1247,16
44,2,3,0,1247,16
45,1,1,0,1247,16
1,1,2,1,1248,16
2,2,3,1,1248,16
3,2,4,0,1248,16
4,2,1,0,1248,16
5,0,3,1,1248,16
6,2,4,0,1248,16
7,0,1,1,1248,16
8,1,3,0,1248,16
9,1,3,1,1248,16
10,2,3,0,1248,16
11,1,2,0,1248,16
12,0,1,1,1248,16
13,0,4,1,1248,16
14,0,3,1,1248,16
15,1,2,1,1248,16
16,2,4,0,1248,16
17,1,2,1,1248,16
18,0,4,1,1248,16
19,1,3,1,1248,16
20,1,1,1,1248,16
21,0,2,1,1248,16
22,1,2,0,1248,16
23,2,3,0,1248,16
24,1,2,1,1248,16
25,1,3,1,1248,16
26,2,1,0,1248,16
27,0,1,1,1248,16
28,1,2,1,1248,16
29,2,1,0,1248,16
30,0,1,1,1248,16
31,1,1,0,1248,16
32,1,2,1,1248,16
33,0,1,1,1248,16
34,2,1,0,1248,16
35,2,2,1,1248,16
36,2,4,0,1248,16
37,2,1,0,1248,16
38,1,3,1,1248,16
39,0,4,1,1248,16
40,2,4,0,1248,16
41,0,3,1,1248,16
42,2,1,0,1248,16
43,0,4,1,1248,16
44,0,2,1,1248,16
45,0,3,1,1248,16
1,2,4,0,1249,16
2,2,2,1,1249,16
3,2,2,0,1249,16
4,2,2,0,1249,16
5,0,4,1,1249,16
6,0,2,1,1249,16
7,0,4,0,1249,16
8,2,2,0,1249,16
9,2,2,0,1249,16
10,2,4,0,1249,16
11,0,2,1,1249,16
12,0,4,1,1249,16
13,0,2,1,1249,16
14,1,2,0,1249,16
15,1,4,1,1249,16
16,2,3,0,1249,16
17,2,2,0,1249,16
18,0,3,1,1249,16
19,1,1,1,1249,16
20,1,2,0,1249,16
21,1,4,1,1249,16
22,0,1,1,1249,16
23,2,1,0,1249,16
24,1,1,0,1249,16
25,0,4,1,1249,16
26,2,2,0,1249,16
27,2,3,0,1249,16
28,1,1,1,1249,16
29,2,2,0,1249,16
30,1,2,1,1249,16
31,1,1,1,1249,16
32,0,4,1,1249,16
33,0,1,1,1249,16
34,1,1,0,1249,16
35,2,2,0,1249,16
36,0,3,1,1249,16
37,1,1,0,1249,16
38,0,1,1,1249,16
39,1,3,1,1249,16
40,1,2,0,1249,16
41,0,4,0,1249,16
42,2,2,0,1249,16
43,0,3,1,1249,16
44,1,1,0,1249,16
45,1,2,1,1249,16
1,1,3,0,1250,16
2,1,2,1,1250,16
3,2,4,0,1250,16
4,0,2,1,1250,16
5,2,2,0,1250,16
6,2,4,0,1250,16
7,2,2,1,1250,16
8,1,4,0,1250,16
9,1,2,1,1250,16
10,2,2,0,1250,16
11,0,3,0,1250,16
12,2,3,1,1250,16
13,1,1,0,1250,16
14,0,3,0,1250,16
15,0,2,1,1250,16
16,1,2,0,1250,16
17,0,1,0,1250,16
18,2,3,0,1250,16
19,1,2,1,1250,16
20,0,3,1,1250,16
21,1,4,0,1250,16
22,0,4,1,1250,16
23,2,1,0,1250,16
24,0,1,1,1250,16
25,1,3,1,1250,16
26,1,1,0,1250,16
27,2,3,0,1250,16
28,0,4,1,1250,16
29,0,3,1,1250,16
30,1,3,0,1250,16
31,0,4,1,1250,16
32,0,4,1,1250,16
33,1,1,1,1250,16
34,1,3,1,1250,16
35,0,1,1,1250,16
36,2,2,0,1250,16
37,0,3,1,1250,16
38,1,1,1,1250,16
39,2,2,0,1250,16
40,2,4,0,1250,16
41,0,4,1,1250,16
42,2,3,0,1250,16
43,2,2,0,1250,16
44,1,3,0,1250,16
45,2,2,0,1250,16
1,2,4,0,1251,16
2,0,2,1,1251,16
3,0,3,1,1251,16
4,1,4,1,1251,16
5,1,3,1,1251,16
6,2,4,0,1251,16
7,1,1,0,1251,16
8,2,2,0,1251,16
9,1,2,1,1251,16
10,1,2,0,1251,16
11,0,2,1,1251,16
12,1,4,1,1251,16
13,1,2,1,1251,16
14,2,2,0,1251,16
15,0,4,1,1251,16
16,0,4,1,1251,16
17,0,3,1,1251,16
18,0,2,1,1251,16
19,0,4,1,1251,16
20,2,2,0,1251,16
21,1,2,1,1251,16
22,2,3,0,1251,16
23,0,1,1,1251,16
24,0,1,1,1251,16
25,2,4,0,1251,16
26,0,1,1,1251,16
27,2,3,0,1251,16
28,1,2,0,1251,16
29,2,4,0,1251,16
30,2,3,0,1251,16
31,2,1,0,1251,16
32,2,4,1,1251,16
33,1,4,1,1251,16
34,0,3,0,1251,16
35,1,1,1,1251,16
36,0,2,1,1251,16
37,2,2,0,1251,16
38,2,3,0,1251,16
39,0,4,1,1251,16
40,2,2,0,1251,16
41,1,2,0,1251,16
42,0,2,1,1251,16
43,1,1,1,1251,16
44,1,3,1,1251,16
45,1,2,1,1251,16
1,1,4,1,1252,16
2,2,3,0,1252,16
3,0,4,1,1252,16
4,2,2,0,1252,16
5,0,4,1,1252,16
6,1,4,1,1252,16
7,1,4,0,1252,16
8,2,3,0,1252,16
9,2,2,0,1252,16
10,0,2,1,1252,16
11,1,3,0,1252,16
12,2,2,0,1252,16
13,2,3,0,1252,16
14,2,3,0,1252,16
15,1,1,1,1252,16
16,0,3,1,1252,16
17,0,1,1,1252,16
18,0,4,0,1252,16
19,2,3,0,1252,16
20,0,1,1,1252,16
21,0,1,1,1252,16
22,2,4,0,1252,16
23,0,3,1,1252,16
24,2,1,0,1252,16
25,1,2,0,1252,16
26,1,1,0,1252,16
27,2,1,0,1252,16
28,2,1,0,1252,16
29,1,2,0,1252,16
30,1,1,1,1252,16
31,2,4,0,1252,16
32,1,3,0,1252,16
33,0,1,1,1252,16
34,1,2,1,1252,16
35,0,3,1,1252,16
36,2,4,0,1252,16
37,0,4,1,1252,16
38,2,2,0,1252,16
39,1,1,1,1252,16
40,0,4,1,1252,16
41,1,2,0,1252,16
42,1,1,1,1252,16
43,0,2,1,1252,16
44,1,1,0,1252,16
45,0,2,1,1252,16
1,2,1,0,1253,16
2,1,4,1,1253,16
3,0,4,1,1253,16
4,1,1,1,1253,16
5,1,3,1,1253,16
6,2,1,1,1253,16
7,2,2,1,1253,16
8,1,1,0,1253,16
9,2,1,0,1253,16
10,0,1,1,1253,16
11,1,1,1,1253,16
12,1,2,0,1253,16
13,0,3,1,1253,16
14,0,1,1,1253,16
15,2,2,0,1253,16
16,1,4,0,1253,16
17,0,3,1,1253,16
18,2,1,0,1253,16
19,2,4,0,1253,16
20,1,1,0,1253,16
21,0,3,1,1253,16
22,0,4,1,1253,16
23,2,4,0,1253,16
24,1,2,1,1253,16
25,2,4,0,1253,16
26,0,4,1,1253,16
27,0,2,1,1253,16
28,0,3,1,1253,16
29,0,4,1,1253,16
30,1,2,1,1253,16
31,2,2,0,1253,16
32,2,1,0,1253,16
33,1,2,0,1253,16
34,1,4,1,1253,16
35,0,4,1,1253,16
36,2,1,0,1253,16
37,1,3,0,1253,16
38,2,4,0,1253,16
39,2,2,0,1253,16
40,1,1,1,1253,16
41,0,4,1,1253,16
42,1,1,1,1253,16
43,0,2,1,1253,16
44,2,1,0,1253,16
45,0,3,1,1253,16
1,1,4,1,1254,16
2,2,1,0,1254,16
3,0,1,1,1254,16
4,0,1,1,1254,16
5,0,2,1,1254,16
6,1,2,0,1254,16
7,0,4,1,1254,16
8,2,3,0,1254,16
9,0,2,1,1254,16
10,1,1,0,1254,16
11,0,1,1,1254,16
12,1,2,1,1254,16
13,1,2,0,1254,16
14,0,1,1,1254,16
15,0,4,1,1254,16
16,2,1,0,1254,16
17,2,4,0,1254,16
18,1,2,1,1254,16
19,1,3,1,1254,16
20,0,2,1,1254,16
21,2,1,0,1254,16
22,0,3,1,1254,16
23,1,4,1,1254,16
24,1,2,0,1254,16
25,2,3,0,1254,16
26,1,1,0,1254,16
27,1,4,0,1254,16
28,0,1,1,1254,16
29,2,3,0,1254,16
30,1,1,1,1254,16
31,1,2,1,1254,16
32,2,2,1,1254,16
33,2,4,0,1254,16
34,2,2,0,1254,16
35,2,2,0,1254,16
36,2,1,0,1254,16
37,0,4,1,1254,16
38,0,2,1,1254,16
39,2,3,0,1254,16
40,2,2,0,1254,16
41,1,1,1,1254,16
42,0,1,1,1254,16
43,0,3,1,1254,16
44,1,2,1,1254,16
45,2,2,0,1254,16
1,0,3,1,1255,16
2,1,1,0,1255,16
3,1,1,0,1255,16
4,2,1,0,1255,16
5,0,2,1,1255,16
6,2,2,0,1255,16
7,1,1,0,1255,16
8,2,1,1,1255,16
9,0,2,1,1255,16
10,0,4,1,1255,16
11,0,1,1,1255,16
12,2,1,0,1255,16
13,0,3,1,1255,16
14,1,4,0,1255,16
15,0,3,1,1255,16
16,0,3,1,1255,16
17,1,2,0,1255,16
18,2,3,0,1255,16
19,1,2,1,1255,16
20,0,3,0,1255,16
21,1,2,0,1255,16
22,0,4,1,1255,16
23,1,2,0,1255,16
24,1,1,1,1255,16
25,1,3,1,1255,16
26,2,4,0,1255,16
27,2,2,0,1255,16
28,0,2,1,1255,16
29,2,4,0,1255,16
30,1,4,1,1255,16
31,2,1,0,1255,16
32,2,3,0,1255,16
33,2,4,0,1255,16
34,2,4,0,1255,16
35,1,4,0,1255,16
36,0,4,0,1255,16
37,2,4,0,1255,16
38,1,4,1,1255,16
39,0,1,1,1255,16
40,0,1,0,1255,16
41,2,3,0,1255,16
42,1,1,1,1255,16
43,0,2,1,1255,16
44,2,1,0,1255,16
45,1,1,1,1255,16
1,0,2,1,1256,16
2,1,1,1,1256,16
3,2,1,0,1256,16
4,2,2,0,1256,16
5,0,1,1,1256,16
6,1,3,1,1256,16
7,1,1,1,1256,16
8,1,2,0,1256,16
9,1,4,1,1256,16
10,1,1,1,1256,16
11,2,1,0,1256,16
12,0,3,1,1256,16
13,2,4,0,1256,16
14,1,1,1,1256,16
15,2,1,1,1256,16
16,1,3,1,1256,16
17,2,3,0,1256,16
18,2,4,1,1256,16
19,2,3,0,1256,16
20,0,1,1,1256,16
21,1,3,1,1256,16
22,1,1,1,1256,16
23,2,3,0,1256,16
24,1,2,1,1256,16
25,2,2,0,1256,16
26,0,4,1,1256,16
27,1,4,1,1256,16
28,2,1,1,1256,16
29,2,4,0,1256,16
30,1,1,0,1256,16
31,2,2,0,1256,16
32,0,3,1,1256,16
33,2,4,0,1256,16
34,0,4,1,1256,16
35,0,1,1,1256,16
36,0,4,1,1256,16
37,2,1,0,1256,16
38,1,2,1,1256,16
39,0,1,1,1256,16
40,1,3,0,1256,16
41,0,4,1,1256,16
42,0,2,1,1256,16
43,0,3,1,1256,16
44,0,1,1,1256,16
45,0,2,1,1256,16
1,0,2,1,1257,16
2,1,1,1,1257,16
3,0,3,1,1257,16
4,0,4,0,1257,16
5,0,3,1,1257,16
6,2,3,0,1257,16
7,1,2,1,1257,16
8,0,2,1,1257,16
9,1,1,0,1257,16
10,1,4,1,1257,16
11,1,3,1,1257,16
12,1,3,0,1257,16
13,0,1,1,1257,16
14,1,3,0,1257,16
15,0,3,1,1257,16
16,1,3,1,1257,16
17,2,2,0,1257,16
18,1,4,1,1257,16
19,1,1,0,1257,16
20,2,2,0,1257,16
21,2,3,0,1257,16
22,2,4,0,1257,16
23,1,2,0,1257,16
24,2,2,0,1257,16
25,1,1,0,1257,16
26,0,3,0,1257,16
27,2,3,0,1257,16
28,1,1,1,1257,16
29,2,1,0,1257,16
30,0,2,0,1257,16
31,2,4,0,1257,16
32,2,4,0,1257,16
33,0,2,1,1257,16
34,0,3,1,1257,16
35,2,3,0,1257,16
36,0,4,1,1257,16
37,2,4,0,1257,16
38,2,2,0,1257,16
39,0,1,1,1257,16
40,1,1,1,1257,16
41,1,3,0,1257,16
42,0,4,1,1257,16
43,0,3,1,1257,16
44,2,2,0,1257,16
45,2,4,0,1257,16
1,0,2,1,1258,16
2,0,1,1,1258,16
3,1,1,0,1258,16
4,2,1,0,1258,16
5,2,3,0,1258,16
6,2,3,0,1258,16
7,0,2,1,1258,16
8,1,2,0,1258,16
9,1,1,0,1258,16
10,2,2,0,1258,16
11,2,1,0,1258,16
12,0,1,1,1258,16
13,0,1,1,1258,16
14,2,3,1,1258,16
15,1,3,1,1258,16
16,2,4,0,1258,16
17,2,1,0,1258,16
18,0,3,1,1258,16
19,2,1,0,1258,16
20,2,2,0,1258,16
21,0,3,1,1258,16
22,1,4,0,1258,16
23,1,1,1,1258,16
24,1,2,0,1258,16
25,0,3,1,1258,16
26,1,4,1,1258,16
27,1,4,0,1258,16
28,0,3,1,1258,16
29,1,1,0,1258,16
30,2,4,0,1258,16
31,0,2,1,1258,16
32,2,4,0,1258,16
33,2,3,0,1258,16
34,1,2,1,1258,16
35,1,3,1,1258,16
36,1,2,1,1258,16
37,2,2,0,1258,16
38,1,3,0,1258,16
39,2,4,0,1258,16
40,0,2,1,1258,16
41,1,4,1,1258,16
42,0,3,1,1258,16
43,0,1,1,1258,16
44,0,4,1,1258,16
45,0,2,1,1258,16
1,2,3,0,1259,16
2,1,1,0,1259,16
3,1,2,1,1259,16
4,0,3,1,1259,16
5,0,2,1,1259,16
6,2,2,0,1259,16
7,1,4,1,1259,16
8,1,3,0,1259,16
9,1,2,1,1259,16
10,1,1,0,1259,16
11,2,4,0,1259,16
12,2,2,1,1259,16
13,0,4,1,1259,16
14,0,1,1,1259,16
15,1,1,1,1259,16
16,2,4,0,1259,16
17,2,3,0,1259,16
18,2,3,0,1259,16
19,1,1,0,1259,16
20,1,3,0,1259,16
21,2,3,1,1259,16
22,0,2,1,1259,16
23,2,3,0,1259,16
24,0,3,1,1259,16
25,0,2,1,1259,16
26,0,3,1,1259,16
27,0,2,1,1259,16
28,0,3,0,1259,16
29,2,4,0,1259,16
30,1,4,0,1259,16
31,2,1,0,1259,16
32,1,4,1,1259,16
33,0,4,0,1259,16
34,0,1,1,1259,16
35,1,3,0,1259,16
36,1,1,1,1259,16
37,2,4,0,1259,16
38,0,2,0,1259,16
39,0,4,1,1259,16
40,0,3,1,1259,16
41,2,2,0,1259,16
42,2,3,0,1259,16
43,1,4,1,1259,16
44,2,1,0,1259,16
45,1,3,0,1259,16
1,0,1,1,1260,16
2,2,3,0,1260,16
3,1,3,1,1260,16
4,0,4,1,1260,16
5,0,3,1,1260,16
6,1,4,0,1260,16
7,0,3,1,1260,16
8,2,1,0,1260,16
9,2,2,0,1260,16
10,2,2,0,1260,16
11,2,4,0,1260,16
12,0,4,1,1260,16
13,1,1,0,1260,16
14,0,1,1,1260,16
15,1,2,0,1260,16
16,0,1,1,1260,16
17,0,3,1,1260,16
18,0,3,1,1260,16
19,1,1,1,1260,16
20,0,2,1,1260,16
21,2,2,0,1260,16
22,1,1,0,1260,16
23,2,1,0,1260,16
24,2,3,0,1260,16
25,0,4,1,1260,16
26,0,1,1,1260,16
27,1,4,1,1260,16
28,1,1,1,1260,16
29,1,2,0,1260,16
30,2,1,0,1260,16
31,2,1,0,1260,16
32,1,2,1,1260,16
33,1,4,1,1260,16
34,0,2,1,1260,16
35,1,2,1,1260,16
36,2,1,0,1260,16
37,0,3,1,1260,16
38,1,1,0,1260,16
39,2,1,0,1260,16
40,1,4,1,1260,16
41,0,3,1,1260,16
42,1,1,0,1260,16
43,2,3,0,1260,16
44,2,1,0,1260,16
45,2,4,0,1260,16
1,2,2,0,1261,16
2,1,4,1,1261,16
3,0,3,1,1261,16
4,0,2,1,1261,16
5,0,1,1,1261,16
6,2,3,0,1261,16
7,2,1,0,1261,16
8,1,4,1,1261,16
9,1,3,0,1261,16
10,1,4,1,1261,16
11,1,2,1,1261,16
12,2,3,0,1261,16
13,2,2,0,1261,16
14,1,3,0,1261,16
15,2,3,0,1261,16
16,0,3,1,1261,16
17,2,4,1,1261,16
18,1,4,1,1261,16
19,1,3,1,1261,16
20,1,4,0,1261,16
21,1,4,1,1261,16
22,2,4,0,1261,16
23,2,4,0,1261,16
24,0,1,1,1261,16
25,2,1,0,1261,16
26,1,2,1,1261,16
27,0,2,1,1261,16
28,0,3,1,1261,16
29,2,2,0,1261,16
30,0,2,1,1261,16
31,1,1,1,1261,16
32,2,1,0,1261,16
33,1,1,1,1261,16
34,2,1,0,1261,16
35,2,2,0,1261,16
36,0,2,1,1261,16
37,0,3,0,1261,16
38,0,4,1,1261,16
39,0,2,1,1261,16
40,2,1,0,1261,16
41,0,1,1,1261,16
42,0,1,1,1261,16
43,1,1,0,1261,16
44,1,1,1,1261,16
45,0,3,1,1261,16
1,2,2,0,1262,16
2,2,1,0,1262,16
3,1,2,1,1262,16
4,1,3,1,1262,16
5,1,3,1,1262,16
6,0,4,1,1262,16
7,0,4,1,1262,16
8,1,2,1,1262,16
9,0,3,1,1262,16
10,2,3,0,1262,16
11,0,2,1,1262,16
12,1,4,0,1262,16
13,1,2,1,1262,16
14,1,3,1,1262,16
15,0,3,1,1262,16
16,2,1,0,1262,16
17,2,2,0,1262,16
18,1,4,0,1262,16
19,2,2,0,1262,16
20,0,1,1,1262,16
21,0,3,1,1262,16
22,2,1,1,1262,16
23,2,4,0,1262,16
24,1,1,0,1262,16
25,2,1,0,1262,16
26,1,2,1,1262,16
27,1,2,1,1262,16
28,2,4,0,1262,16
29,1,2,0,1262,16
30,0,3,1,1262,16
31,1,3,0,1262,16
32,2,4,0,1262,16
33,0,1,0,1262,16
34,2,2,0,1262,16
35,0,2,0,1262,16
36,2,2,0,1262,16
37,0,3,1,1262,16
38,2,2,0,1262,16
39,0,2,1,1262,16
40,2,2,0,1262,16
41,0,2,1,1262,16
42,1,4,0,1262,16
43,1,4,0,1262,16
44,0,3,1,1262,16
45,0,2,1,1262,16
1,0,1,1,1263,16
2,2,3,0,1263,16
3,1,4,1,1263,16
4,2,4,0,1263,16
5,1,2,1,1263,16
6,1,3,0,1263,16
7,0,1,1,1263,16
8,0,4,1,1263,16
9,0,2,1,1263,16
10,2,1,0,1263,16
11,0,4,1,1263,16
12,0,1,1,1263,16
13,2,1,0,1263,16
14,2,4,0,1263,16
15,2,2,0,1263,16
16,2,1,0,1263,16
17,1,2,1,1263,16
18,1,3,0,1263,16
19,0,3,1,1263,16
20,1,3,1,1263,16
21,2,4,0,1263,16
22,2,2,0,1263,16
23,1,1,0,1263,16
24,0,1,1,1263,16
25,0,3,1,1263,16
26,0,4,1,1263,16
27,0,4,1,1263,16
28,1,3,0,1263,16
29,1,3,0,1263,16
30,2,3,0,1263,16
31,2,3,0,1263,16
32,1,1,1,1263,16
33,0,1,1,1263,16
34,1,4,1,1263,16
35,2,2,0,1263,16
36,0,1,1,1263,16
37,2,3,0,1263,16
38,1,2,1,1263,16
39,2,4,0,1263,16
40,0,2,1,1263,16
41,1,1,1,1263,16
42,0,3,1,1263,16
43,1,4,1,1263,16
44,2,4,0,1263,16
45,1,2,0,1263,16
1,0,2,1,1264,16
2,2,4,1,1264,16
3,0,2,1,1264,16
4,1,3,1,1264,16
5,1,4,0,1264,16
6,1,4,1,1264,16
7,0,2,1,1264,16
8,1,1,0,1264,16
9,0,4,1,1264,16
10,0,2,1,1264,16
11,2,1,0,1264,16
12,0,4,1,1264,16
13,1,2,1,1264,16
14,1,1,1,1264,16
15,2,3,0,1264,16
16,0,1,1,1264,16
17,0,4,1,1264,16
18,0,4,1,1264,16
19,2,4,0,1264,16
20,2,3,0,1264,16
21,1,4,0,1264,16
22,2,4,0,1264,16
23,2,1,0,1264,16
24,0,2,1,1264,16
25,1,3,0,1264,16
26,0,2,1,1264,16
27,1,3,1,1264,16
28,2,2,0,1264,16
29,0,3,1,1264,16
30,0,1,1,1264,16
31,1,3,0,1264,16
32,1,3,0,1264,16
33,2,1,0,1264,16
34,2,2,0,1264,16
35,0,1,1,1264,16
36,1,3,1,1264,16
37,2,4,1,1264,16
38,2,1,0,1264,16
39,0,3,1,1264,16
40,2,1,0,1264,16
41,1,4,0,1264,16
42,1,4,0,1264,16
43,1,2,0,1264,16
44,2,2,0,1264,16
45,2,2,0,1264,16
1,2,1,0,1265,16
2,1,2,1,1265,16
3,2,3,0,1265,16
4,0,2,1,1265,16
5,1,4,0,1265,16
6,0,3,1,1265,16
7,0,1,1,1265,16
8,0,3,1,1265,16
9,1,2,1,1265,16
10,0,3,1,1265,16
11,2,4,0,1265,16
12,1,4,1,1265,16
13,2,2,0,1265,16
14,1,3,1,1265,16
15,1,2,0,1265,16
16,0,2,1,1265,16
17,1,3,1,1265,16
18,1,4,1,1265,16
19,1,1,0,1265,16
20,1,2,0,1265,16
21,0,4,1,1265,16
22,0,4,1,1265,16
